type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,buildingCondition,buildingConstructionYear,facedeCount,toiletCount,epcScore,price,region,price_per_m2
1.0,APARTMENT,2.0,1.0,Brussels,ETTERBEEK,1040,,2,1953.0,,1.0,3.0,335000.0,Brussels,
0.0,APARTMENT_BLOCK,,,Brussels,Etterbeek,1040,293.0,nan,1918.0,2.0,,2.0,850000.0,Brussels,2901.023890784983
1.0,APARTMENT,3.0,1.0,Brussels,Etterbeek,1040,,1,,,2.0,4.0,598000.0,Brussels,
0.0,EXCEPTIONAL_PROPERTY,5.0,,Brussels,Etterbeek,1040,706.0,5,,2.0,8.0,,1675000.0,Brussels,2372.5212464589235
1.0,PENTHOUSE,2.0,2.0,Brussels,ETTERBEEK,1040,187.0,6,,,,5.0,795000.0,Brussels,4251.336898395722
1.0,FLAT_STUDIO,,1.0,Brussels,Etterbeek,1040,51.0,4,,2.0,,3.0,180000.0,Brussels,3529.4117647058824
1.0,APARTMENT,4.0,4.0,Brussels,Etterbeek,1040,335.0,nan,,,,3.0,1450000.0,Brussels,4328.358208955224
1.0,PENTHOUSE,3.0,2.0,Brussels,Etterbeek,1040,,4,,,2.0,4.0,745000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Etterbeek,1040,,nan,,,,4.0,195000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Etterbeek,1040,115.0,nan,,,,7.0,690000.0,Brussels,6000.0
1.0,APARTMENT,3.0,,Brussels,Etterbeek,1040,135.0,nan,,,,7.0,745000.0,Brussels,5518.518518518518
1.0,DUPLEX,1.0,1.0,Brussels,ETTERBEEK,1040,132.0,nan,,,,3.0,515000.0,Brussels,3901.5151515151515
0.0,APARTMENT_BLOCK,3.0,3.0,Brussels,Etterbeek,1040,,4,,2.0,4.0,4.0,650000.0,Brussels,
0.0,HOUSE,3.0,1.0,Brussels,Etterbeek,1040,,4,,2.0,2.0,,530000.0,Brussels,
0.0,HOUSE,3.0,3.0,Brussels,Etterbeek,1040,,4,,2.0,3.0,2.0,699000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,,nan,,,1.0,3.0,195000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Etterbeek,1040,,nan,,,,7.0,495000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,,nan,,,1.0,5.0,429000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,,nan,,,1.0,2.0,160000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,,nan,,,1.0,5.0,150500.0,Brussels,
0.0,HOUSE,4.0,1.0,Brussels,Etterbeek,1040,,nan,,,1.0,,250000.0,Brussels,
0.0,HOUSE,4.0,,Brussels,Etterbeek,1040,,nan,,,,,465000.0,Brussels,
1.0,PENTHOUSE,3.0,2.0,Brussels,Etterbeek,1040,,5,,3.0,,,1169000.0,Brussels,
1.0,FLAT_STUDIO,,,Brussels,ETTERBEEK,1040,37.0,nan,1960.0,,1.0,4.0,195000.0,Brussels,5270.27027027027
1.0,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,83.0,4,1928.0,,,,315000.0,Brussels,3795.1807228915663
1.0,PENTHOUSE,2.0,,Brussels,Etterbeek,1040,,nan,,2.0,1.0,7.0,735000.0,Brussels,
0.0,APARTMENT_BLOCK,7.0,3.0,Brussels,Etterbeek,1040,,4,,2.0,5.0,3.0,1795000.0,Brussels,
0.0,HOUSE,3.0,1.0,Brussels,Etterbeek,1040,133.0,2,,2.0,,,450000.0,Brussels,3383.4586466165415
0.0,APARTMENT_BLOCK,1.0,,Brussels,ETTERBEEK,1040,192.0,2,1915.0,,,,460000.0,Brussels,2395.8333333333335
1.0,FLAT_STUDIO,,1.0,Brussels,Etterbeek,1040,40.0,3,,,1.0,4.0,189000.0,Brussels,4725.0
1.0,GROUND_FLOOR,1.0,,Brussels,Etterbeek,1040,75.0,3,1938.0,,1.0,,310000.0,Brussels,4133.333333333333
0.0,MIXED_USE_BUILDING,,,Brussels,Etterbeek,1040,250.0,nan,,2.0,,1.0,750000.0,Brussels,3000.0
1.0,FLAT_STUDIO,,,Brussels,ETTERBEEK,1040,38.0,3,1966.0,,1.0,1.0,175000.0,Brussels,4605.263157894737
0.0,MIXED_USE_BUILDING,4.0,2.0,Brussels,Etterbeek,1040,,nan,,2.0,,2.0,705000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,ETTERBEEK,1040,104.0,nan,,,1.0,,399000.0,Brussels,3836.5384615384614
0.0,HOUSE,3.0,1.0,Brussels,Etterbeek,1040,,nan,1905.0,2.0,,1.0,430000.0,Brussels,
1.0,FLAT_STUDIO,,1.0,Brussels,Etterbeek,1040,,nan,,2.0,,1.0,229000.0,Brussels,
0.0,APARTMENT_BLOCK,2.0,,Brussels,ETTERBEEK,1040,200.0,nan,,,1.0,,650000.0,Brussels,3250.0
1.0,APARTMENT,2.0,1.0,Brussels,BRUXELLES,1020,103.0,1,,,,2.0,320000.0,Brussels,3106.7961165048546
1.0,APARTMENT,1.0,,Brussels,LAEKEN,1020,58.0,6,,,1.0,4.0,175000.0,Brussels,3017.2413793103447
1.0,APARTMENT,2.0,,Brussels,Bruxelles,1020,95.0,6,,,1.0,2.0,295000.0,Brussels,3105.2631578947367
1.0,APARTMENT,2.0,1.0,Brussels,LAKEN (BRU.),1020,96.0,nan,,,2.0,,325000.0,Brussels,3385.4166666666665
1.0,APARTMENT,2.0,,Brussels,Bruxelles,1020,,5,1960.0,,1.0,,259000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Laken,1020,24.0,nan,1972.0,,,1.0,120000.0,Brussels,5000.0
1.0,PENTHOUSE,1.0,,Brussels,Laeken,1020,,4,1960.0,,,1.0,179000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,,nan,,,1.0,,275000.0,Brussels,
1.0,APARTMENT,3.0,1.0,Brussels,Laeken,1020,,2,,,,4.0,259000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,,nan,,,,1.0,120000.0,Brussels,
0.0,APARTMENT_BLOCK,7.0,3.0,Brussels,Laeken,1020,,4,,,1.0,,599000.0,Brussels,
1.0,LOFT,3.0,,Brussels,Bruxelles,1020,140.0,1,,2.0,,,179000.0,Brussels,1278.5714285714287
1.0,GROUND_FLOOR,3.0,2.0,Brussels,Laken,1020,213.0,6,,,,3.0,515000.0,Brussels,2417.8403755868544
1.0,APARTMENT,1.0,,Brussels,Bruxelles,1020,,6,,2.0,,4.0,180000.0,Brussels,
1.0,APARTMENT,3.0,,Brussels,Laeken,1020,139.0,2,,,,1.0,249000.0,Brussels,1791.36690647482
0.0,APARTMENT_BLOCK,,7.0,Brussels,Laeken,1020,300.0,4,1930.0,6.0,,,875000.0,Brussels,2916.6666666666665
0.0,APARTMENT_BLOCK,,7.0,Brussels,Laeken,1020,300.0,4,1930.0,6.0,,,950000.0,Brussels,3166.6666666666665
0.0,MANSION,7.0,2.0,Brussels,Bruxelles,1020,,4,1908.0,2.0,3.0,,579000.0,Brussels,
1.0,FLAT_STUDIO,,,Brussels,Laeken,1020,35.0,nan,,2.0,1.0,1.0,150000.0,Brussels,4285.714285714285
0.0,MIXED_USE_BUILDING,,,Brussels,Bruxelles,1020,,nan,,2.0,4.0,,580000.0,Brussels,
0.0,HOUSE,5.0,1.0,Brussels,Bruxelles,1020,,4,,2.0,2.0,4.0,469000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Bruxelles,1020,,4,,,,5.0,215000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Bruxelles,1020,,4,1987.0,,1.0,4.0,185000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,105.0,4,,,1.0,,265000.0,Brussels,2523.809523809524
1.0,APARTMENT,1.0,,Brussels,Bruxelles,1020,,2,1941.0,,,1.0,158000.0,Brussels,
1.0,GROUND_FLOOR,2.0,1.0,Brussels,Bruxelles,1020,61.0,3,,,,3.0,189000.0,Brussels,3098.3606557377047
1.0,APARTMENT,1.0,,Brussels,Bruxelles,1020,,3,1941.0,,1.0,4.0,179000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,,4,,2.0,1.0,1.0,166000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Bruxelles,1020,,2,1941.0,,,1.0,165000.0,Brussels,
0.0,HOUSE,5.0,,Brussels,Bruxelles,1020,340.0,2,,2.0,,3.0,600000.0,Brussels,1764.7058823529412
0.0,APARTMENT_BLOCK,22.0,22.0,Brussels,Bruxelles,1020,800.0,4,,2.0,,,1800000.0,Brussels,2250.0
0.0,APARTMENT_BLOCK,4.0,,Brussels,Bruxelles,1020,210.0,4,,2.0,4.0,,495000.0,Brussels,2357.1428571428573
0.0,CHALET,,,Brussels,Laken,1020,,nan,1911.0,,,,615000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Bruxelles,1020,,4,,2.0,,,225000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Laeken,1020,,nan,,,1.0,3.0,260000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,,4,,,,3.0,260000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,LAKEN (BRU.),1020,,nan,,,2.0,,350000.0,Brussels,
1.0,APARTMENT,3.0,1.0,Brussels,LAKEN (BRU.),1020,,nan,,,2.0,,450000.0,Brussels,
1.0,GROUND_FLOOR,1.0,,Brussels,Laeken,1020,55.0,nan,,4.0,,,175000.0,Brussels,3181.818181818182
0.0,HOUSE,3.0,,Brussels,Bruxelles,1020,,4,,,,,3900000.0,Brussels,
0.0,MIXED_USE_BUILDING,8.0,,Brussels,Bruxelles,1020,600.0,nan,,2.0,13.0,,1580000.0,Brussels,2633.3333333333335
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,65.0,4,,,1.0,1.0,175000.0,Brussels,2692.3076923076924
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,140.0,4,,,1.0,1.0,195000.0,Brussels,1392.857142857143
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,60.0,4,,,1.0,1.0,165000.0,Brussels,2750.0
0.0,MIXED_USE_BUILDING,,,Brussels,Schaerbeek (Schaerbeek),1030,700.0,nan,1970.0,2.0,,1.0,1380000.0,Brussels,1971.4285714285713
0.0,APARTMENT_BLOCK,,,Brussels,Schaerbeek,1030,800.0,3,1945.0,2.0,,1.0,789000.0,Brussels,986.25
0.0,HOUSE,35.0,,Brussels,Schaerbeek,1030,3103.0,4,1910.0,2.0,,,3500000.0,Brussels,1127.9407025459234
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek (Schaerbeek),1030,126.0,nan,,2.0,,,325000.0,Brussels,2579.3650793650795
1.0,FLAT_STUDIO,1.0,,Brussels,SCHAERBEEK,1030,41.0,4,,,,1.0,165000.0,Brussels,4024.390243902439
0.0,MANSION,5.0,2.0,Brussels,SCHAERBEEK,1030,342.0,nan,,,4.0,,925000.0,Brussels,2704.6783625730995
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,65.0,nan,1965.0,,,,279000.0,Brussels,4292.307692307692
1.0,FLAT_STUDIO,,1.0,Brussels,Schaerbeek,1030,32.0,6,,,1.0,2.0,145000.0,Brussels,4531.25
1.0,APARTMENT,3.0,1.0,Brussels,Schaerbeek,1030,173.0,nan,,,,1.0,215000.0,Brussels,1242.7745664739884
1.0,DUPLEX,2.0,1.0,Brussels,SCHAERBEEK,1030,146.0,nan,,,1.0,,465000.0,Brussels,3184.931506849315
1.0,GROUND_FLOOR,2.0,1.0,Brussels,SCHAERBEEK,1030,146.0,nan,,,1.0,,465000.0,Brussels,3184.931506849315
1.0,APARTMENT,2.0,1.0,Brussels,SCHAERBEEK,1030,146.0,nan,,,1.0,,465000.0,Brussels,3184.931506849315
0.0,APARTMENT_BLOCK,4.0,4.0,Brussels,SCHAERBEEK,1030,275.0,nan,,,4.0,,550000.0,Brussels,2000.0
0.0,APARTMENT_BLOCK,4.0,,Brussels,Schaerbeek,1030,280.0,3,,2.0,,1.0,600000.0,Brussels,2142.8571428571427
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,,4,,,1.0,1.0,279000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,,nan,1911.0,,1.0,4.0,259000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,SCHAERBEEK,1030,62.0,nan,,,1.0,4.0,125000.0,Brussels,2016.1290322580646
0.0,APARTMENT_BLOCK,3.0,3.0,Brussels,Schaerbeek,1030,,nan,,2.0,,1.0,290000.0,Brussels,
1.0,FLAT_STUDIO,,1.0,Brussels,Schaerbeek,1030,36.0,3,,,1.0,2.0,128000.0,Brussels,3555.5555555555557
1.0,FLAT_STUDIO,,1.0,Brussels,Schaerbeek,1030,31.0,3,,,1.0,3.0,128000.0,Brussels,4129.032258064516
0.0,APARTMENT_BLOCK,6.0,4.0,Brussels,Schaerbeek,1030,296.0,3,,2.0,,,649000.0,Brussels,2192.5675675675675
1.0,APARTMENT,3.0,1.0,Brussels,Schaerbeek,1030,,4,,,1.0,3.0,250000.0,Brussels,
0.0,APARTMENT_BLOCK,5.0,,Brussels,Schaerbeek,1030,581.0,nan,,2.0,3.0,,918000.0,Brussels,1580.0344234079173
0.0,APARTMENT_BLOCK,4.0,4.0,Brussels,Schaerbeek,1030,,3,,2.0,3.0,1.0,625000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,50.0,4,,,1.0,5.0,179000.0,Brussels,3580.0
0.0,APARTMENT_BLOCK,5.0,1.0,Brussels,SCHAERBEEK,1030,250.0,nan,,,3.0,,675000.0,Brussels,2700.0
1.0,APARTMENT,2.0,1.0,Brussels,Schaarbeek,1030,,4,,,,,389000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Schaarbeek,1030,,4,,,,,299000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,,4,,,,1.0,159000.0,Brussels,
0.0,APARTMENT_BLOCK,5.0,5.0,Brussels,Schaerbeek,1030,,2,1912.0,2.0,5.0,,785000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,,nan,,,1.0,4.0,230000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,,nan,,,1.0,4.0,175000.0,Brussels,
0.0,HOUSE,3.0,3.0,Brussels,Schaerbeek,1030,,nan,,,,,230000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,,nan,,,1.0,1.0,180000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,,nan,,,1.0,2.0,100000.0,Brussels,
0.0,HOUSE,4.0,,Brussels,Schaerbeek,1030,,nan,,,,,350000.0,Brussels,
0.0,MIXED_USE_BUILDING,4.0,,Brussels,Schaerbeek,1030,,nan,,,,,230000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,,nan,,,1.0,,130000.0,Brussels,
0.0,HOUSE,3.0,,Brussels,Schaerbeek,1030,,nan,,,,,50000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,47.0,nan,,,,1.0,139000.0,Brussels,2957.446808510638
0.0,APARTMENT_BLOCK,4.0,,Brussels,Schaerbeek,1030,140.0,2,,2.0,,1.0,259000.0,Brussels,1850.0
1.0,APARTMENT,4.0,1.0,Brussels,SCHAERBEEK,1030,170.0,3,,,3.0,,425000.0,Brussels,2500.0
0.0,APARTMENT_BLOCK,,,Brussels,SCHAERBEEK,1030,95.0,2,1860.0,2.0,,1.0,275000.0,Brussels,2894.7368421052633
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,,2,1950.0,2.0,1.0,1.0,219000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,,4,,,1.0,4.0,295000.0,Brussels,
1.0,DUPLEX,1.0,,Brussels,Schaerbeek,1030,97.0,1,,,,,180000.0,Brussels,1855.6701030927834
0.0,MIXED_USE_BUILDING,5.0,3.0,Brussels,Schaerbeek,1030,,3,,2.0,3.0,2.0,679000.0,Brussels,
1.0,APARTMENT,3.0,1.0,Brussels,Schaerbeek - Schaarbeek,1030,,nan,,2.0,1.0,,340000.0,Brussels,
1.0,FLAT_STUDIO,,,Brussels,Schaerbeek,1030,,4,,4.0,,5.0,120000.0,Brussels,
0.0,HOUSE,5.0,,Brussels,Schaerbeek,1030,183.0,2,,2.0,,1.0,449000.0,Brussels,2453.551912568306
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,58.0,nan,,2.0,,,165000.0,Brussels,2844.8275862068967
1.0,FLAT_STUDIO,1.0,,Brussels,Schaerbeek,1030,48.0,nan,,,,4.0,255000.0,Brussels,5312.5
1.0,APARTMENT,1.0,1.0,Brussels,Schaerbeek - Schaarbeek,1030,,nan,,2.0,1.0,3.0,215000.0,Brussels,
0.0,MIXED_USE_BUILDING,,3.0,Brussels,Schaerbeek,1030,,nan,,3.0,,,1300000.0,Brussels,
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,,nan,,2.0,1.0,,199000.0,Brussels,
0.0,MIXED_USE_BUILDING,,,Brussels,Schaarbeek,1030,,nan,,3.0,,,445000.0,Brussels,
1.0,PENTHOUSE,3.0,2.0,Brussels,Schaerbeek,1030,175.0,4,,2.0,,,950000.0,Brussels,5428.571428571428
0.0,HOUSE,,,Brussels,Schaerbeek,1030,,nan,,2.0,,,450000.0,Brussels,
1.0,APARTMENT,,,Brussels,Schaerbeek,1030,65.0,2,1910.0,,,1.0,320000.0,Brussels,4923.076923076923
1.0,APARTMENT,,,Brussels,Schaarbeek,1030,,2,,,2.0,2.0,350000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,75.0,nan,,3.0,1.0,,319000.0,Brussels,4253.333333333333
0.0,APARTMENT_BLOCK,6.0,,Brussels,Schaerbeek,1030,116.0,2,,,,1.0,499000.0,Brussels,4301.724137931034
0.0,HOUSE,6.0,,Brussels,Schaerbeek,1030,161.0,nan,,2.0,1.0,,349000.0,Brussels,2167.7018633540374
1.0,APARTMENT,,,Brussels,Schaerbeek,1030,,nan,1910.0,,,1.0,270000.0,Brussels,
0.0,APARTMENT_BLOCK,3.0,3.0,Brussels,Schaerbeek,1030,,3,,2.0,3.0,2.0,585000.0,Brussels,
1.0,SERVICE_FLAT,1.0,1.0,Brussels,Schaarbeek,1030,58.0,nan,,,,4.0,149500.0,Brussels,2577.5862068965516
1.0,APARTMENT,1.0,,Brussels,SCHAERBEEK,1030,57.0,6,,,1.0,5.0,225000.0,Brussels,3947.3684210526317
0.0,MIXED_USE_BUILDING,,,Brussels,Schaerbeek - Schaarbeek,1030,,2,,1.0,,,830000.0,Brussels,
1.0,APARTMENT,,,Brussels,Schaerbeek,1030,85.0,4,,2.0,1.0,3.0,245000.0,Brussels,2882.3529411764707
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,67.0,nan,,,,2.0,215000.0,Brussels,3208.955223880597
0.0,MIXED_USE_BUILDING,,,Brussels,Schaerbeek,1030,250.0,nan,,2.0,,1.0,750000.0,Brussels,3000.0
0.0,HOUSE,4.0,2.0,Brussels,Schaerbeek,1030,,nan,,2.0,1.0,1.0,335000.0,Brussels,
0.0,MIXED_USE_BUILDING,4.0,2.0,Brussels,Schaerbeek,1030,,nan,,2.0,1.0,1.0,335000.0,Brussels,
1.0,GROUND_FLOOR,2.0,1.0,Brussels,Schaerbeek,1030,,6,,2.0,1.0,1.0,265000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Schaarbeek,1030,80.0,nan,,,1.0,,268000.0,Brussels,3350.0
1.0,DUPLEX,2.0,,Brussels,Schaerbeek,1030,67.0,2,,,1.0,1.0,170000.0,Brussels,2537.313432835821
1.0,APARTMENT,4.0,2.0,Brussels,Schaerbeek,1030,190.0,5,,,,,365000.0,Brussels,1921.0526315789473
0.0,APARTMENT_BLOCK,5.0,3.0,Brussels,Schaerbeek,1030,300.0,3,,2.0,,,595000.0,Brussels,1983.3333333333333
0.0,APARTMENT_BLOCK,5.0,3.0,Brussels,Schaerbeek,1030,200.0,3,,2.0,,,465000.0,Brussels,2325.0
1.0,DUPLEX,3.0,3.0,Brussels,Schaerbeek,1030,168.0,5,,2.0,,,435000.0,Brussels,2589.285714285714
1.0,FLAT_STUDIO,1.0,1.0,Brussels,Schaerbeek,1030,40.0,4,,,,,145000.0,Brussels,3625.0
1.0,PENTHOUSE,1.0,1.0,Brussels,Schaerbeek,1030,68.0,5,,2.0,,,295000.0,Brussels,4338.235294117647
1.0,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,130.0,2,,2.0,,,295000.0,Brussels,2269.230769230769
0.0,HOUSE,4.0,3.0,Brussels,Schaerbeek,1030,195.0,4,,2.0,,,435000.0,Brussels,2230.769230769231
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,,nan,1950.0,2.0,1.0,1.0,170000.0,Brussels,
1.0,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,45.0,nan,,2.0,,,179000.0,Brussels,3977.777777777778
1.0,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,71.0,4,,2.0,,,225000.0,Brussels,3169.0140845070423
1.0,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,72.0,5,,2.0,,,225000.0,Brussels,3125.0
1.0,GROUND_FLOOR,1.0,,Brussels,Schaerbeek,1030,,nan,,2.0,1.0,2.0,240000.0,Brussels,
1.0,APARTMENT,3.0,2.0,Brussels,Schaerbeek,1030,150.0,2,,2.0,,,315000.0,Brussels,2100.0
0.0,HOUSE,4.0,,Brussels,Schaerbeek,1030,178.0,nan,,2.0,2.0,,259000.0,Brussels,1455.056179775281
1.0,APARTMENT,1.0,1.0,Brussels,Schaarbeek,1030,,4,,2.0,1.0,,220000.0,Brussels,
0.0,APARTMENT_BLOCK,25.0,15.0,Brussels,Schaerbeek,1030,1400.0,2,,2.0,,,3250000.0,Brussels,2321.4285714285716
1.0,APARTMENT,3.0,,Brussels,Schaerbeek,1030,117.0,nan,,2.0,,,349000.0,Brussels,2982.905982905983
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,75.0,nan,,2.0,1.0,,249000.0,Brussels,3320.0
0.0,APARTMENT_BLOCK,6.0,4.0,Brussels,Schaerbeek,1030,,nan,,2.0,4.0,3.0,525000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,91.0,nan,,2.0,1.0,,249000.0,Brussels,2736.263736263736
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,62.0,nan,,2.0,1.0,,179000.0,Brussels,2887.0967741935483
0.0,HOUSE,4.0,,Brussels,Schaerbeek,1030,176.0,nan,,2.0,,,529000.0,Brussels,3005.681818181818
1.0,APARTMENT,1.0,,Brussels,Schaerbeek,1030,55.0,nan,,2.0,,,189000.0,Brussels,3436.3636363636365
1.0,APARTMENT,2.0,,Brussels,Schaarbeek,1030,100.0,nan,,2.0,1.0,,245000.0,Brussels,2450.0
1.0,APARTMENT,2.0,,Brussels,Schaarbeek,1030,86.0,nan,,2.0,,,249000.0,Brussels,2895.3488372093025
1.0,DUPLEX,2.0,,Brussels,Schaerbeek,1030,95.0,nan,,2.0,2.0,,279000.0,Brussels,2936.842105263158
0.0,HOUSE,,,Brussels,Schaerbeek,1030,,nan,,2.0,,,1800000.0,Brussels,
1.0,APARTMENT,2.0,,Brussels,Schaarbeek,1030,74.0,nan,,2.0,,,215000.0,Brussels,2905.4054054054054
1.0,APARTMENT,3.0,,Brussels,Schaarbeek,1030,140.0,nan,,2.0,2.0,,330000.0,Brussels,2357.1428571428573
0.0,APARTMENT_BLOCK,5.0,,Brussels,Schaerbeek,1030,225.0,nan,,2.0,,1.0,595000.0,Brussels,2644.4444444444443
0.0,HOUSE,3.0,,Brussels,Schaerbeek,1030,90.0,nan,,2.0,,,245000.0,Brussels,2722.222222222222
1.0,APARTMENT,2.0,,Brussels,Schaerbeek,1030,89.0,nan,,3.0,,2.0,249000.0,Brussels,2797.752808988764
0.0,HOUSE,,,Brussels,Schaerbeek,1030,,nan,,,,,700000.0,Brussels,
0.0,HOUSE,9.0,,Brussels,Schaerbeek,1030,350.0,6,,2.0,,,1250000.0,Brussels,3571.4285714285716
1.0,APARTMENT,2.0,,Brussels,Bruxelles,1000,92.0,4,,,1.0,4.0,485000.0,Brussels,5271.739130434783
0.0,APARTMENT_BLOCK,,,Brussels,Bruxelles,1000,330.0,5,1874.0,2.0,,1.0,943000.0,Brussels,2857.5757575757575
0.0,APARTMENT_BLOCK,,,Brussels,Bruxelles,1000,480.0,4,1888.0,2.0,,4.0,825000.0,Brussels,1718.75
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1000,163.0,nan,,,,2.0,495000.0,Brussels,3036.8098159509204
1.0,APARTMENT,1.0,1.0,Brussels,Bruxelles,1000,,4,,,1.0,3.0,280000.0,Brussels,
0.0,MIXED_USE_BUILDING,,,Brussels,Bruxelles,1000,3500.0,4,1904.0,2.0,,2.0,2750000.0,Brussels,785.7142857142857
1.0,APARTMENT,1.0,1.0,Brussels,Brussel,1000,185.0,5,,,,5.0,385000.0,Brussels,2081.0810810810813
0.0,APARTMENT_BLOCK,,,Brussels,Brussel,1000,650.0,4,,4.0,,,1842937.0,Brussels,2835.2876923076924
1.0,APARTMENT,1.0,,Brussels,Brussel,1000,,6,,,1.0,2.0,250000.0,Brussels,
0.0,APARTMENT_BLOCK,,,Brussels,Brussel,1000,264.0,5,1899.0,4.0,,4.0,1495000.0,Brussels,5662.878787878788
1.0,GROUND_FLOOR,2.0,,Brussels,Brussels City,1000,170.0,4,,,1.0,3.0,595000.0,Brussels,3500.0
0.0,APARTMENT_BLOCK,,,Brussels,Bruxelles (Bruxelles),1000,1042.0,nan,,2.0,,,500000.0,Brussels,479.8464491362764
1.0,APARTMENT,2.0,1.0,Brussels,Bruxelles,1000,105.0,5,,,,5.0,355000.0,Brussels,3380.9523809523807
1.0,APARTMENT,,,Brussels,Brussel,1000,95.0,5,,2.0,,3.0,299000.0,Brussels,3147.3684210526317
1.0,APARTMENT,5.0,,Brussels,Bruxelles (Bruxelles),1000,162.0,nan,,2.0,,6.0,910000.0,Brussels,5617.283950617284
0.0,MIXED_USE_BUILDING,6.0,5.0,Brussels,Bruxelles,1000,,6,1860.0,2.0,,3.0,1800000.0,Brussels,
0.0,APARTMENT_BLOCK,,,Brussels,Bruxelles,1000,1640.0,4,,2.0,,,5000000.0,Brussels,3048.7804878048782
1.0,APARTMENT,,1.0,Brussels,Bruxelles,1000,44.0,nan,,2.0,,6.0,210000.0,Brussels,4772.727272727273
0.0,APARTMENT_BLOCK,8.0,,Brussels,BRUXELLES,1000,332.0,nan,1902.0,,4.0,,625000.0,Brussels,1882.5301204819277
1.0,APARTMENT,1.0,1.0,Brussels,Brussel,1000,,4,,,1.0,3.0,159000.0,Brussels,
1.0,APARTMENT,2.0,1.0,Brussels,Brussel,1000,,4,,,1.0,3.0,285000.0,Brussels,
0.0,APARTMENT_BLOCK,4.0,4.0,Brussels,Brussels,1000,484.0,4,1896.0,,,,3500000.0,Brussels,7231.4049586776855
0.0,APARTMENT_BLOCK,,,Brussels,Bruxelles,1000,1650.0,5,,,,,5000000.0,Brussels,3030.3030303030305
0.0,HOUSE,,,Brussels,Bruxelles,1000,,5,1958.0,2.0,5.0,,750000.0,Brussels,
